,TranscriptID,ErrorFraction
0,ENST00000608495,1.0
1,ENST00000382369,0.14808825454545457
2,ENST00000360321,0.2448003518518519
3,ENST00000400269,0.21343398913043474
4,ENST00000382352,0.23407463249151902
5,ENST00000342665,0.28744650499286734
6,ENST00000609179,0.2950191570881226
7,ENST00000217233,0.29926334554973827
8,ENST00000449710,0.3341295771428572
9,ENST00000422053,0.222919111969112
10,ENST00000411647,0.23656401569506721
11,ENST00000354200,0.2105820105820106
12,ENST00000217244,0.07584126186155038
13,ENST00000460062,0.06726646236559139
14,ENST00000608066,0.1626263469387755
15,ENST00000381962,0.1821917808219178
16,ENST00000246104,0.3333333333333333
17,ENST00000541082,0.24627063888888884
18,ENST00000381939,0.4998531836734694
19,ENST00000505691,0.16068954098360655
20,ENST00000381899,0.23807901543209883
21,ENST00000435720,0.3249991071428572
22,ENST00000381898,0.22819276392251814
23,ENST00000381894,0.5
24,ENST00000381873,-0.4620898461538462
25,ENST00000381867,0.31654643037974683
26,ENST00000381808,0.29545454545454547
27,ENST00000537552,1.0
28,ENST00000381715,0.16216442974527526
29,ENST00000400137,0.14007423628147192
30,ENST00000381719,0.13526582385908734
31,ENST00000476071,0.12637208093427482
32,ENST00000216879,0.25861748765957443
33,ENST00000381658,0.20926861536485095
34,ENST00000429387,0.14285714285714285
35,ENST00000569387,0.1396714149709303
36,ENST00000564763,0.16666666666666666
37,ENST00000344103,0.19812068924889545
38,ENST00000381583,0.28161054385964907
39,ENST00000216927,0.2626111541916168
40,ENST00000400068,0.08688788581314871
41,ENST00000356025,-3.284825229508197
42,ENST00000358771,0.7531734570230608
43,ENST00000400064,0.2360248447204969
44,ENST00000447956,-0.4069400000000001
45,ENST00000411839,0.21881272727272733
46,ENST00000381458,0.625
47,ENST00000381342,0.23438650708158792
48,ENST00000438552,0.2687777641250686
49,ENST00000339610,0.13746642420937835
50,ENST00000358413,0.12
51,ENST00000358864,0.0
52,ENST00000445139,0.19478587267759565
53,ENST00000415272,0.19910602076124567
54,ENST00000329276,0.23204963002944062
55,ENST00000380851,0.25927719224683543
56,ENST00000380843,0.17532254998099575
57,ENST00000380605,0.2363356428021555
58,ENST00000474714,0.27102803738317754
59,ENST00000448755,0.3195709819494585
60,ENST00000439542,0.6957676
61,ENST00000453689,0.3266674285714286
62,ENST00000380445,0.2567685817191283
63,ENST00000380443,0.20519641639344258
64,ENST00000431048,0.1699053966789668
65,ENST00000380325,0.30670926517571884
66,ENST00000348031,0.19672131147540983
67,ENST00000380266,0.10185873605947955
68,ENST00000329152,0.564691551724138
69,ENST00000354488,0.2491520985915493
70,ENST00000380201,0.24539094227353464
71,ENST00000399838,0.22607346094154165
72,ENST00000539553,0.21739130434782608
73,ENST00000453730,0.17601830821917808
74,ENST00000252032,0.11692009859154931
75,ENST00000446916,0.17106812258064513
76,ENST00000262919,0.12947246801346804
77,ENST00000290417,0.0
78,ENST00000399701,1.0
79,ENST00000399683,0.2627599243856333
80,ENST00000379751,0.305
81,ENST00000340833,0.2628048780487805
82,ENST00000379567,0.271298293150685
83,ENST00000246041,0.23405317821782176
84,ENST00000379573,-2.100873
85,ENST00000416600,0.2523809523809524
86,ENST00000497424,0.20358591767288692
87,ENST00000316562,0.24392806140350873
88,ENST00000610179,-0.49303147035573125
89,ENST00000336095,0.1887924557885141
90,ENST00000457205,0.3584905660377358
91,ENST00000379440,-0.0287596774193548
92,ENST00000430350,0.1995397586206897
93,ENST00000457586,0.45080835714285716
94,ENST00000305817,1.0
95,ENST00000379376,0.09041489854771781
96,ENST00000379400,0.26727952757352935
97,ENST00000423430,0.19216070967741936
98,ENST00000338244,0.160026564944134
99,ENST00000424750,0.1424018776223776
100,ENST00000379299,0.14744432638331995
101,ENST00000379277,0.03743130913348946
102,ENST00000379286,0.30357695512820515
103,ENST00000379143,0.12266127284548146
104,ENST00000460006,0.13892508050402516
105,ENST00000379062,0.058344065217391355
106,ENST00000535100,0.15772851351351347
107,ENST00000589201,0.0
108,ENST00000418646,0.12558945183608308
109,ENST00000379019,0.017242399999999925
110,ENST00000303142,0.14549984848484845
111,ENST00000445603,0.24588051851851858
112,ENST00000442185,0.1540598771428571
113,ENST00000378961,1.0
